gesture,rep,t_ms,gx,gy,gz,ax,ay,az
front,17,320,-6.500,21.375,0.500,0.186,-0.368,-1.239
front,17,340,-12.688,21.437,4.812,0.221,-0.479,-1.314
front,17,360,-9.125,17.437,9.625,0.267,-0.589,-1.377
front,17,380,7.187,13.875,18.437,0.290,-0.629,-1.333
front,17,400,14.500,17.187,35.688,0.275,-0.593,-1.240
front,17,420,21.187,25.500,46.125,0.232,-0.571,-1.179
front,17,440,11.750,18.625,52.938,0.164,-0.458,-1.055
front,17,460,-10.625,1.000,47.125,0.131,-0.336,-1.015
front,17,480,-0.750,-14.188,47.625,0.103,-0.298,-0.975
front,17,500,-10.875,-1.250,42.063,0.134,-0.200,-0.875
front,17,520,-15.875,-8.000,42.188,0.203,-0.012,-0.754
front,17,540,-27.562,-3.438,41.125,0.107,0.169,-0.731
front,17,560,-42.938,-8.625,34.188,0.117,0.234,-0.746
front,17,580,-35.125,-12.813,15.188,0.107,0.384,-0.782
front,17,600,-39.750,30.937,-1.875,0.083,0.557,-0.812
front,17,620,-75.875,32.125,14.063,0.094,0.795,-0.693
front,17,640,-76.938,-2.813,42.563,0.020,0.994,-0.742
front,17,660,-39.563,4.750,49.688,-0.136,0.821,-1.007
front,17,680,15.625,25.750,25.625,-0.094,0.742,-1.083
front,17,700,17.062,1.437,32.438,-0.044,0.828,-0.956
front,17,720,-5.187,-27.937,41.063,-0.089,0.673,-0.976
front,17,740,-0.562,-11.938,24.312,-0.105,0.647,-1.034
front,17,760,-5.812,-4.187,2.875,-0.154,0.733,-1.061
front,17,780,-1.062,-7.062,3.625,-0.022,0.554,-1.082
front,17,800,-2.063,-20.062,2.750,0.120,0.424,-1.003
front,17,820,-12.063,-25.187,9.375,0.135,0.381,-0.953
front,17,840,-3.625,-2.625,6.062,0.035,0.410,-0.946
front,17,860,1.937,12.563,-1.125,-0.009,0.488,-0.954
front,17,880,7.250,14.875,3.313,0.013,0.522,-0.946
front,17,900,32.875,11.313,14.875,0.025,0.545,-0.917
front,17,920,44.500,7.375,13.688,-0.012,0.546,-0.972
front,17,940,29.062,18.875,11.625,0.043,0.544,-0.947
front,17,960,40.813,14.688,11.000,0.030,0.489,-0.907
front,17,980,60.750,4.250,0.812,0.016,0.535,-0.956
front,17,1000,48.063,-3.063,-4.937,0.040,0.508,-0.938
front,17,1020,28.187,-12.938,-17.562,-0.048,0.438,-0.804
front,17,1040,34.313,-24.812,-41.875,0.024,0.452,-0.874
front,17,1060,47.125,-4.500,-29.687,0.121,0.371,-0.843
front,17,1080,38.438,13.313,-17.812,0.078,0.210,-0.828
front,17,1100,25.062,13.938,-15.750,0.111,0.117,-0.887
front,17,1120,32.313,26.187,-23.062,0.044,0.113,-0.902
front,17,1140,1.875,14.875,-31.937,0.028,0.023,-0.943
front,17,1160,-16.187,-6.500,-35.438,0.099,-0.108,-0.961
front,17,1180,-19.500,-9.125,-32.875,0.146,-0.167,-1.004
front,17,1200,-25.312,-9.375,-24.500,0.093,-0.227,-1.073
front,17,1220,-30.875,-6.250,-30.250,0.028,-0.298,-1.111
front,17,1240,-20.875,-11.750,-43.000,0.092,-0.352,-1.119
front,17,1260,-20.187,-19.375,-43.500,0.125,-0.310,-1.101
front,17,1280,-32.688,-21.125,-40.375,0.092,-0.312,-1.133
front,17,1300,-24.812,-30.875,-38.438,0.051,-0.356,-1.145
front,17,1320,-0.750,-15.375,-41.375,0.084,-0.310,-1.115
front,17,1340,-3.250,-6.187,-29.687,0.124,-0.258,-1.091
front,17,1360,-16.062,2.000,-16.687,0.104,-0.252,-1.096
front,17,1380,-14.563,10.188,-15.188,0.109,-0.242,-1.116
front,17,1400,-9.063,16.500,-14.813,0.125,-0.139,-1.127
front,17,1420,-6.437,19.437,-9.063,0.112,-0.101,-1.170
front,17,1440,-7.937,4.875,-6.000,0.094,-0.047,-1.159
front,17,1460,-11.688,-2.438,-7.625,0.083,0.004,-1.131
front,17,1480,-11.250,-1.562,-7.062,0.083,0.033,-1.132
front,17,1500,-1.687,0.812,-0.812,0.074,0.054,-1.120
front,17,1520,6.500,2.375,5.437,0.059,0.094,-1.067
front,17,1540,2.000,2.750,6.687,0.025,0.128,-1.026
front,17,1560,-0.437,0.687,5.812,0.018,0.134,-1.020
front,17,1580,-2.000,-1.375,5.500,0.012,0.160,-1.014
front,17,1600,-3.375,-3.188,5.500,-0.005,0.164,-1.005
front,17,1620,-5.062,-5.125,-0.750,-0.011,0.161,-1.002
front,17,1640,-4.187,-4.687,-8.875,-0.006,0.138,-0.995
front,17,1660,-2.063,-4.687,-12.625,0.023,0.104,-0.987
front,17,1680,-4.000,-4.500,-8.438,0.044,0.080,-0.980
front,17,1700,-5.250,-3.438,-6.500,0.044,0.079,-0.983
front,17,1720,-7.625,-2.000,-3.563,0.047,0.087,-0.987
front,17,1740,-3.750,2.750,-0.625,0.041,0.084,-1.002
front,17,1760,3.438,6.187,0.687,0.034,0.098,-1.010
front,17,1780,-2.563,1.187,-0.562,0.028,0.113,-1.004
front,17,1800,-10.500,-4.687,-2.625,0.033,0.104,-1.007
front,17,1820,-9.250,-2.313,-1.062,0.042,0.111,-1.021
front,17,1840,-4.875,2.000,2.188,0.034,0.123,-1.030
front,17,1860,-1.812,3.938,3.625,0.019,0.136,-1.037
front,17,1880,-0.187,3.375,0.437,0.010,0.135,-1.035
front,17,1900,-4.187,0.625,-2.000,0.019,0.141,-1.027
front,17,1920,-6.187,1.000,-2.000,0.013,0.140,-1.024
front,17,1940,-3.250,4.687,-0.125,0.014,0.131,-1.028
front,17,1960,-2.938,5.000,3.125,0.016,0.131,-1.024
front,17,1980,-7.875,1.187,0.937,0.009,0.148,-1.021
front,17,2000,-10.438,-1.812,-4.000,0.006,0.152,-1.034
front,18,1,-1.187,-0.312,-5.875,0.025,0.151,-1.029
front,18,21,-1.750,-0.812,-4.687,0.026,0.146,-1.021
front,18,40,0.062,0.000,-4.312,0.025,0.142,-1.019
front,18,60,1.875,0.062,-3.813,0.024,0.139,-1.022
front,18,80,3.250,-0.125,-3.688,0.021,0.129,-1.021
front,18,100,1.312,-2.188,-4.125,0.023,0.116,-1.013
front,18,120,0.562,-0.062,-3.250,0.032,0.106,-1.003
front,18,140,2.688,3.000,-1.250,0.027,0.097,-1.011
front,18,160,6.375,3.688,-0.562,0.021,0.091,-1.013
front,18,180,4.562,2.750,-1.750,0.033,0.078,-1.003
front,18,200,0.750,0.750,-4.187,0.044,0.039,-1.015
front,18,220,2.813,-1.187,-4.500,0.064,-0.023,-1.051
front,18,240,5.875,1.000,-3.438,0.097,-0.078,-1.075
front,18,260,5.937,4.500,-1.500,0.121,-0.171,-1.148
front,18,280,2.500,4.437,4.500,0.164,-0.255,-1.238
front,18,300,2.500,5.312,10.438,0.178,-0.296,-1.296
front,18,320,2.875,5.312,15.250,0.174,-0.328,-1.348
front,18,340,4.750,4.687,22.062,0.160,-0.345,-1.371
front,18,360,2.000,4.500,20.687,0.097,-0.329,-1.363
front,18,380,-2.188,-10.438,21.875,0.085,-0.380,-1.373
front,18,400,3.563,-22.750,31.250,0.109,-0.412,-1.311
front,18,420,13.563,-33.688,43.375,0.112,-0.422,-1.245
front,18,440,41.000,-19.437,49.125,0.027,-0.224,-1.045
front,18,460,64.813,26.437,44.938,-0.082,-0.105,-0.970
front,18,480,58.188,22.625,31.562,-0.111,-0.144,-0.922
front,18,500,41.375,2.313,-0.625,-0.059,-0.109,-0.811
front,18,520,11.188,61.188,-16.937,0.000,0.004,-0.640
front,18,540,-12.500,70.688,-18.312,0.055,0.084,-0.586
front,18,560,-19.625,64.063,6.437,0.137,0.222,-0.552
front,18,580,-39.813,49.125,24.812,0.098,0.471,-0.578
front,18,600,-65.563,38.625,15.313,0.048,0.630,-0.684
front,18,620,-75.750,12.438,15.250,0.143,0.597,-0.805
front,18,640,-69.500,4.000,31.687,0.188,0.588,-0.872
front,18,660,-49.938,-1.250,46.438,0.169,0.556,-0.892
front,18,680,-52.875,-9.875,49.813,0.104,0.696,-0.904
front,18,700,-18.875,2.750,52.438,0.039,0.671,-1.035
front,18,720,-5.125,-0.625,36.875,-0.076,0.745,-1.000
front,18,740,-27.187,-18.937,29.937,-0.049,0.742,-1.039
front,18,760,-33.250,-27.562,23.187,-0.061,0.680,-1.071
front,18,780,-37.125,-29.937,20.062,0.029,0.602,-1.097
front,18,800,-31.687,-33.000,15.250,0.056,0.583,-1.050
front,18,820,-28.500,-44.563,2.000,0.048,0.548,-1.044
front,18,840,-19.937,-37.313,0.750,0.077,0.535,-0.986
front,18,860,-6.562,-5.062,6.000,0.038,0.558,-0.953
front,18,880,12.875,19.687,1.687,0.048,0.583,-1.005
front,18,900,30.687,38.750,2.125,0.097,0.596,-0.995
front,18,920,49.750,39.688,7.125,0.054,0.575,-0.968
front,18,940,70.563,31.125,6.500,0.054,0.542,-1.000
front,18,960,78.000,27.000,6.062,0.081,0.561,-0.972
front,18,980,73.188,16.937,7.500,0.057,0.541,-0.917
front,18,1000,94.375,12.813,-8.625,-0.003,0.533,-0.903
front,18,1020,91.375,14.500,-15.875,0.072,0.514,-0.945
front,18,1040,67.875,16.687,-4.062,0.179,0.341,-0.959
front,18,1060,37.125,7.562,-18.500,0.152,0.146,-0.841
front,18,1080,47.750,16.687,-24.875,0.125,0.205,-0.803
front,18,1100,37.750,31.000,-26.500,0.159,0.131,-0.822
front,18,1120,13.813,3.125,-23.875,0.197,0.091,-0.847
front,18,1140,12.375,-24.500,-8.438,0.112,-0.086,-0.851
front,18,1160,7.375,-14.125,-29.125,0.153,-0.275,-0.830
front,18,1180,-5.687,-0.500,-43.500,0.215,-0.214,-0.798
front,18,1200,-23.937,-2.313,-29.687,0.169,-0.296,-0.835
front,18,1220,-39.813,-14.938,-29.875,0.147,-0.342,-0.893
front,18,1240,-33.750,-8.625,-30.125,0.186,-0.320,-1.028
front,18,1260,-27.000,-7.125,-30.312,0.124,-0.376,-1.104
front,18,1280,-23.000,-24.187,-36.813,0.118,-0.390,-1.080
front,18,1300,-18.312,-22.375,-37.188,0.177,-0.386,-1.121
front,18,1320,-12.000,-20.937,-28.187,0.169,-0.412,-1.184
front,18,1340,-11.250,-18.812,-25.000,0.143,-0.355,-1.173
front,18,1360,-19.187,-21.312,-17.125,0.143,-0.353,-1.182
front,18,1380,-2.625,-13.125,-5.562,0.119,-0.298,-1.166
front,18,1400,2.625,-4.625,-3.125,0.083,-0.169,-1.096
front,18,1420,-8.625,-0.437,-1.062,0.087,-0.115,-1.122
front,18,1440,-1.812,0.750,-2.125,0.078,-0.051,-1.162
front,18,1460,-6.625,-7.062,-2.313,0.078,-0.039,-1.136
front,18,1480,-8.688,-7.500,1.562,0.088,-0.027,-1.110
front,18,1500,-7.312,-1.937,7.000,0.056,0.025,-1.087
front,18,1520,-11.563,-4.375,3.188,0.025,0.063,-1.071
front,18,1540,-19.812,-11.563,-3.125,0.019,0.086,-1.058
front,18,1560,-20.625,-13.938,-8.625,0.018,0.086,-1.034
front,18,1580,-13.438,-9.125,-9.563,0.029,0.062,-1.018
front,18,E (60767) i2c.master: I2C transaction unexpected nack detected
front,18,E (60768) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60769) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (60776) i2c.master: I2C transaction unexpected nack detected
front,18,E (60782) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60789) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1628,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,18,E (60797) i2c.master: I2C transaction unexpected nack detected
front,18,E (60801) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60809) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (60816) i2c.master: I2C transaction unexpected nack detected
front,18,E (60821) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60828) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (60836) i2c.master: I2C transaction unexpected nack detected
front,18,E (60841) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60848) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1687,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,18,E (60856) i2c.master: I2C transaction unexpected nack detected
front,18,E (60861) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60868) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (60875) i2c.master: I2C transaction unexpected nack detected
front,18,E (60880) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60887) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1727,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,18,E (60895) i2c.master: I2C transaction unexpected nack detected
front,18,E (60900) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60907) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1748,1.687,0.687,-5.500,0.023,0.102,-0.998
front,18,E (60916) i2c.master: I2C transaction unexpected nack detected
front,18,E (60920) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60927) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (60934) i2c.master: I2C transaction unexpected nack detected
front,18,E (60939) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60947) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1786,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,18,1788,-8.750,-1.250,-5.187,0.039,0.082,-0.985
front,18,E (60956) i2c.master: I2C transaction unexpected nack detected
front,18,E (60959) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60966) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (60973) i2c.master: I2C transaction unexpected nack detected
front,18,E (60979) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (60986) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (60993) i2c.master: I2C transaction unexpected nack detected
front,18,E (60998) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61006) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1845,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,18,E (61013) i2c.master: I2C transaction unexpected nack detected
front,18,E (61018) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61025) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (61033) i2c.master: I2C transaction unexpected nack detected
front,18,E (61038) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61045) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1885,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,18,E (61054) i2c.master: I2C transaction unexpected nack detected
front,18,E (61058) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61065) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1904,-13.313,2.438,1.375,0.037,0.100,-1.008
front,18,E (61073) i2c.master: I2C transaction unexpected nack detected
front,18,E (61077) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61084) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,E (61092) i2c.master: I2C transaction unexpected nack detected
front,18,E (61097) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61104) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1944,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,18,E (61112) i2c.master: I2C transaction unexpected nack detected
front,18,E (61117) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61124) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1964,-6.625,5.062,0.312,0.040,0.136,-1.034
front,18,E (61133) i2c.master: I2C transaction unexpected nack detected
front,18,E (61136) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61144) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,1984,-6.187,4.562,-0.750,0.035,0.129,-1.044
front,18,E (61152) i2c.master: I2C transaction unexpected nack detected
front,18,E (61156) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,18,E (61163) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,18,2004,-7.000,1.437,-1.562,0.042,0.129,-1.041
front,19,E (61685) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61685) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (61689) i2c.master: I2C transaction unexpected nack detected
front,19,E (61694) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61701) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,74,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,75,1.562,0.500,-0.250,0.033,0.133,-1.026
front,19,E (61711) i2c.master: I2C transaction unexpected nack detected
front,19,E (61713) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61721) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (61728) i2c.master: I2C transaction unexpected nack detected
front,19,E (61733) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61740) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,113,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (61748) i2c.master: I2C transaction unexpected nack detected
front,19,E (61753) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61760) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,133,-1.562,-1.000,-1.625,0.031,0.121,-1.012
front,19,E (61769) i2c.master: I2C transaction unexpected nack detected
front,19,E (61773) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61780) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,153,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,154,2.000,1.625,-0.625,0.026,0.131,-1.016
front,19,156,2.000,1.625,-0.625,0.026,0.131,-1.016
front,19,E (61791) i2c.master: I2C transaction unexpected nack detected
front,19,E (61792) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61800) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (61807) i2c.master: I2C transaction unexpected nack detected
front,19,E (61812) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61819) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,192,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (61828) i2c.master: I2C transaction unexpected nack detected
front,19,E (61832) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61839) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,211,2.813,1.000,-5.687,0.022,0.111,-1.026
front,19,213,4.562,1.000,-7.687,0.034,0.089,-1.030
front,19,E (61849) i2c.master: I2C transaction unexpected nack detected
front,19,E (61851) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61859) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,231,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,233,-0.125,-0.812,-0.062,0.042,0.053,-1.034
front,19,E (61876) i2c.master: I2C transaction unexpected nack detected
front,19,E (61876) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61878) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,251,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (61894) i2c.master: I2C transaction unexpected nack detected
front,19,E (61895) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61898) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,271,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (61916) i2c.master: I2C transaction unexpected nack detected
front,19,E (61916) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (61918) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,290,25.125,23.812,-11.063,0.168,-0.171,-1.257
front,19,301,44.938,34.125,-6.750,0.188,-0.291,-1.324
front,19,E (62005) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62005) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,375,25.937,-74.938,-158.625,-0.500,0.051,3.547
front,19,E (62013) i2c.master: I2C transaction unexpected nack detected
front,19,E (62014) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62021) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,393,5.937,-10.625,35.688,0.188,-0.574,-1.220
front,19,E (62079) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62079) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62132) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62132) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62136) i2c.master: I2C transaction unexpected nack detected
front,19,E (62141) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62148) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,520,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,522,-46.813,5.250,63.625,0.019,0.129,-0.771
front,19,522,-46.813,5.250,63.625,0.019,0.129,-0.771
front,19,524,-48.000,6.312,64.750,0.023,0.134,-0.764
front,19,524,-48.000,6.312,64.750,0.023,0.134,-0.764
front,19,525,-48.000,6.312,64.750,0.023,0.134,-0.764
front,19,526,-49.125,7.375,65.875,0.025,0.139,-0.756
front,19,527,-49.125,7.375,65.875,0.025,0.139,-0.756
front,19,527,-49.125,7.375,65.875,0.025,0.139,-0.756
front,19,540,-52.125,11.313,73.938,0.041,0.158,-0.756
front,19,560,-41.063,17.750,95.063,0.152,0.256,-0.721
front,19,580,-52.625,47.000,86.063,0.007,0.561,-0.576
front,19,600,-44.000,63.125,56.063,0.007,0.617,-0.755
front,19,620,-28.187,66.563,53.188,0.146,0.625,-0.775
front,19,640,-19.687,82.750,54.500,0.141,0.764,-0.690
front,19,E (62294) i2c.master: I2C transaction unexpected nack detected
front,19,E (62294) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62296) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62303) i2c.master: I2C transaction unexpected nack detected
front,19,E (62308) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62316) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,688,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,690,3.000,43.875,45.563,0.055,0.853,-0.750
front,19,701,-3.938,31.625,39.063,0.023,0.879,-0.844
front,19,720,11.500,28.312,32.625,-0.035,0.817,-0.997
front,19,740,20.750,32.125,18.125,0.020,0.735,-1.053
front,19,760,21.062,24.562,1.500,0.033,0.655,-1.147
front,19,780,30.687,-5.437,-29.187,0.097,0.532,-1.154
front,19,800,26.250,-37.063,-34.125,0.266,0.472,-1.037
front,19,820,10.938,-48.625,-22.187,0.236,0.416,-0.907
front,19,E (62475) i2c.master: I2C transaction unexpected nack detected
front,19,E (62475) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62477) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,849,0.625,-27.312,-25.437,0.108,0.459,-0.928
front,19,E (62495) i2c.master: I2C transaction unexpected nack detected
front,19,E (62495) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62497) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62504) i2c.master: I2C transaction unexpected nack detected
front,19,E (62509) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62517) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62574) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62574) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,943,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (62628) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62628) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62679) i2c.master: I2C transaction unexpected nack detected
front,19,E (62679) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62680) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,1053,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,1054,80.000,20.500,38.313,0.155,0.363,-1.029
front,19,1056,73.625,22.687,36.500,0.148,0.312,-1.026
front,19,1056,73.625,22.687,36.500,0.148,0.312,-1.026
front,19,1057,73.625,22.687,36.500,0.148,0.312,-1.026
front,19,1058,67.250,24.375,33.438,0.143,0.263,-1.021
front,19,1059,67.250,24.375,33.438,0.143,0.263,-1.021
front,19,1059,67.250,24.375,33.438,0.143,0.263,-1.021
front,19,1060,61.188,25.500,29.250,0.138,0.217,-1.012
front,19,1061,61.188,25.500,29.250,0.138,0.217,-1.012
front,19,1081,38.375,12.813,-22.312,0.183,0.101,-0.883
front,19,1100,37.250,-10.750,-19.000,0.269,0.142,-0.829
front,19,1120,16.562,-25.812,-16.312,0.223,-0.042,-0.792
front,19,E (62824) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62824) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62877) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62877) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (62930) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62930) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,1299,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (62984) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (62984) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (63037) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63037) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (63090) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63090) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,1459,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (63144) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63144) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (63197) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63197) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (63250) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63250) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,1619,1020.875,125.000,0.000,4.263,-15.750,-8.063
front,19,E (63304) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63304) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (63357) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63357) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
front,19,E (63410) i2c.master: s_i2c_synchronous_transaction(945): I2C transaction failed
front,19,E (63410) i2c.master: i2c_master_transmit_receive(1248): I2C transaction failed
